"date","site","equip_type","serial_id","station_id","action","deploy_type","time","wpt","lat","lon","depth_m","crew","comment","file_name","entry_date","entry_initials","data_flag"
"2023-08-07","base","VR2Tx","490663","RT-LWE-02-B","configure","RT","20:40:45",NA,NA,NA,NA,"ND","re-initiallize to RT-LWE","LTMFTN_ND_2024-01-01.xlsx","2024-01-01","ND",""
"2023-08-07","base","VR2Tx","490666","RT-LWE-03-A","configure","RT","20:36:43",NA,NA,NA,NA,"ND","re-initiallize to RT-LWE","LTMFTN_ND_2024-01-01.xlsx","2024-01-01","ND",""
"2023-08-07","base","VR2Tx","490675","RT-LWE-04-A","configure","RT","20:35:30",NA,NA,NA,NA,"ND","re-initiallize to RT-LWE","LTMFTN_ND_2024-01-01.xlsx","2024-01-01","ND",""
"2023-08-07","base","VR2Tx","490678","RT-LWE-05-A","configure","RT","20:36:20",NA,NA,NA,NA,"ND","re-initiallize to RT-LWE","LTMFTN_ND_2024-01-01.xlsx","2024-01-01","ND",""
"2023-08-07","base","VR2Tx","490661","RT-LWE-06-A","configure","RT","20:16:34",NA,NA,NA,NA,"ND","re-initiallize to RT-LWE","LTMFTN_ND_2024-01-01.xlsx","2024-01-01","ND",""
"2023-08-07","base","VR2Tx","490679","RT-LWE-07-A","configure","RT","20:18:53",NA,NA,NA,NA,"ND","re-initiallize to RT-LWE","LTMFTN_ND_2024-01-01.xlsx","2024-01-01","ND",""
"2023-08-07","base","VR2Tx","490665","RT-LWE-08-A","configure","RT","20:31:05",NA,NA,NA,NA,"ND","re-initiallize to RT-LWE","LTMFTN_ND_2024-01-01.xlsx","2024-01-01","ND",""
"2023-08-07","base","VR2Tx","490669","RT-LWE-09-A","configure","RT","20:29:02",NA,NA,NA,NA,"ND","re-initiallize to RT-LWE","LTMFTN_ND_2024-01-01.xlsx","2024-01-01","ND",""
"2023-08-07","base","VR2Tx","490676","RT-LWE-10-A","configure","RT","20:23:59",NA,NA,NA,NA,"ND","re-initiallize to RT-LWE","LTMFTN_ND_2024-01-01.xlsx","2024-01-01","ND",""
"2023-08-07","base","VR2Tx","490677","RT-LWE-11-A","configure","RT","20:22:23",NA,NA,NA,NA,"ND","re-initiallize to RT-LWE","LTMFTN_ND_2024-01-01.xlsx","2024-01-01","ND",""
"2023-08-07","base","VR2Tx","490670","RT-LWE-12-A","configure","RT","20:20:43",NA,NA,NA,NA,"ND","re-initiallize to RT-LWE","LTMFTN_ND_2024-01-01.xlsx","2024-01-01","ND",""
"2023-08-07","base","VR2Tx","490664","RT-LWE-13-A","configure","RT","19:58:00",NA,NA,NA,NA,"ND","re-initiallize to RT-LWE","LTMFTN_ND_2024-01-01.xlsx","2024-01-01","ND",""
"2023-08-07","base","VR2Tx","490667","RT-LWE-14-A","configure","RT","19:59:00",NA,NA,NA,NA,"ND","re-initiallize to RT-LWE","LTMFTN_ND_2024-01-01.xlsx","2024-01-01","ND",""
"2023-08-07","base","VR2Tx","490688","RT-LWE-15-A","configure","RT","20:03:42",NA,NA,NA,NA,"ND","re-initiallize to RT-LWE","LTMFTN_ND_2024-01-01.xlsx","2024-01-01","ND",""
"2023-08-07","base","VR2Tx","490682","RT-LWE-16-A","configure","RT","20:05:35",NA,NA,NA,NA,"ND","re-initiallize to RT-LWE","LTMFTN_ND_2024-01-01.xlsx","2024-01-01","ND",""
"2023-08-07","base","VR2Tx","490687","RT-LWE-17-A","configure","RT","20:07:30",NA,NA,NA,NA,"ND","re-initiallize to RT-LWE","LTMFTN_ND_2024-01-01.xlsx","2024-01-01","ND",""
"2023-08-07","base","VR2Tx","490690","RT-LWE-18-A","configure","RT","20:13:22",NA,NA,NA,NA,"ND","re-initiallize to RT-LWE","LTMFTN_ND_2024-01-01.xlsx","2024-01-01","ND",""
"2023-08-07","base","VR2Tx","490684","RT-LWE-19-A","configure","RT","20:14:53",NA,NA,NA,NA,"ND","re-initiallize to RT-LWE","LTMFTN_ND_2024-01-01.xlsx","2024-01-01","ND",""
"2023-07-27","JOY","RTtag","1570052",NA,"deployed","RT","14:10:00","13","45.369824000000001","-74.797118999999995","2.5","AS, ND, EP",NA,"LTMFTN_ND_2024-01-01.xlsx","2024-01-01","ND",""
"2023-07-27","JOY","RTtag","1570063",NA,"deployed","RT","14:10:00","13","45.369824000000001","-74.797118999999995","2.5","AS, ND, EP",NA,"LTMFTN_ND_2024-01-01.xlsx","2024-01-01","ND",""
"2023-07-27","JOY","RTtag","1570052",NA,"retrieved","RT","14:32:00","13","45.369824000000001","-74.797118999999995","2.5","AS, ND, EP",NA,"LTMFTN_ND_2024-01-01.xlsx","2024-01-01","ND",""
"2023-07-27","JOY","RTtag","1570063",NA,"retrieved","RT","14:32:00","13","45.369824000000001","-74.797118999999995","2.5","AS, ND, EP",NA,"LTMFTN_ND_2024-01-01.xlsx","2024-01-01","ND",""
"2023-07-13","lab","VR2Tx","490667",NA,"On","other","13:49:00",NA,NA,NA,NA,"ND, AS, EP","for in-lab practice","LTMFTN_ND_2024-01-01.xlsx","2024-01-01","ND",""
"2023-07-13","lab","VR2Tx","490667",NA,"configure","other","13:49:00",NA,NA,NA,NA,"ND, AS, EP","for in-lab practice","LTMFTN_ND_2024-01-01.xlsx","2024-01-01","ND",""
"2023-07-17","lab","VR2Tx","490690",NA,"On","other","10:24:00",NA,NA,NA,NA,"ND, AS","for in-lab practice","LTMFTN_ND_2024-01-01.xlsx","2024-01-01","ND",""
"2023-07-17","lab","VR2Tx","490690",NA,"configure","other","10:25:00",NA,NA,NA,NA,"ND, AS","for in-lab practice","LTMFTN_ND_2024-01-01.xlsx","2024-01-01","ND",""
"2023-07-17","lab","VR2Tx","490688",NA,"On","other","10:38:00",NA,NA,NA,NA,"ND, AS","for in-lab practice","LTMFTN_ND_2024-01-01.xlsx","2024-01-01","ND",""
"2023-07-17","lab","VR2Tx","490688",NA,"configure","other","10:38:00",NA,NA,NA,NA,"ND, AS","for in-lab practice","LTMFTN_ND_2024-01-01.xlsx","2024-01-01","ND",""
"2023-07-18","lab","AMdo","671333",NA,"On","other","14:46:00",NA,NA,NA,NA,"ND, AS","for in-lab practice","LTMFTN_ND_2024-01-01.xlsx","2024-01-01","ND",""
"2023-07-18","lab","AMdo","671333",NA,"configure","other","15:07:00",NA,NA,NA,NA,"ND, AS","for in-lab practice","LTMFTN_ND_2024-01-01.xlsx","2024-01-01","ND",""
"2023-07-18","lab","AMsal","687084",NA,"On","other","15:09:00",NA,NA,NA,NA,"ND, AS","for in-lab practice","LTMFTN_ND_2024-01-01.xlsx","2024-01-01","ND",""
"2023-07-18","lab","AMsal","687084",NA,"configure","other","15:11:00",NA,NA,NA,NA,"ND, AS","for in-lab practice","LTMFTN_ND_2024-01-01.xlsx","2024-01-01","ND",""
"2023-07-18","lab","VR2W","139345",NA,"On","other","16:05:00",NA,NA,NA,NA,"ND, AS","for in-lab practice","LTMFTN_ND_2024-01-01.xlsx","2024-01-01","ND",""
"2023-07-18","lab","VR2W","139345",NA,"configure","other","16:20:00",NA,NA,NA,NA,"ND, AS","for in-lab practice","LTMFTN_ND_2024-01-01.xlsx","2024-01-01","ND",""
"2023-07-18","lab","VR100","012246",NA,"recharge","other","10:00:00",NA,NA,NA,NA,"ND, AS",NA,"LTMFTN_ND_2024-01-01.xlsx","2024-01-01","ND",""
"2023-07-21","lab","RTtag","all",NA,"checked","other","10:30:00",NA,NA,NA,NA,"ND, AS","check turned off","LTMFTN_ND_2024-01-01.xlsx","2024-01-01","ND",""
"2023-07-26","lab","VR2W","139343",NA,"On","RT","14:17:00",NA,NA,NA,NA,"EP",NA,"LTMFTN_ND_2024-01-01.xlsx","2024-01-01","ND",""
"2023-07-26","lab","VR2Tx","490682",NA,"On","RT","14:19:00",NA,NA,NA,NA,"EP",NA,"LTMFTN_ND_2024-01-01.xlsx","2024-01-01","ND",""
"2023-07-26","lab","VR2Tx","490687",NA,"On","RT","14:23:00",NA,NA,NA,NA,"EP",NA,"LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-07-26","lab","VR2W","139337",NA,"On","RT","14:24:00",NA,NA,NA,NA,"EP",NA,"LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-07-26","lab","VR2Tx","490684",NA,"On","RT","14:26:00",NA,NA,NA,NA,"EP",NA,"LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-07-26","lab","AMdo","671333",NA,"configure","RT","14:02:53",NA,NA,NA,NA,"AS, ND","Resetting clock, erasing log","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-07-26","lab","AMsal","687084",NA,"configure","RT","14:12:45",NA,NA,NA,NA,"AS, ND","Resetting clock, erasing log","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-07-27","JOY","RTtag","1570052",NA,"On","RT","13:54:00",NA,NA,NA,NA,"AS, ND, EP",NA,"LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-07-27","JOY","RTtag","1570063",NA,"On","RT","13:56:00",NA,NA,NA,NA,"AS, ND, EP",NA,"LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-07-27","JOY","VR2Tx","490684",NA,"configure","RT","15:01:00",NA,NA,NA,NA,"AS, ND, EP","SYNC LOW, FAST DIAGNOSTICS TURNED ON","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-07-27","JOY","VR2Tx","490690",NA,"configure","RT","9:37:00",NA,NA,NA,NA,"AS, ND, EP","SYNC TAG LOW, FAST DIAGNOSTICS ON","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-07-27","JOY","VR2Tx","490687",NA,"configure","RT","9:38:00",NA,NA,NA,NA,"AS, ND, EP","SYNC TAG LOW, FAST DIAGNOSTICS ON","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-07-27","JOY","VR2Tx","490682",NA,"configure","RT","9:40:00",NA,NA,NA,NA,"AS, ND, EP","RANGE TEST, 90SEC, FAST DIAGNOSTICS","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-07-27","JOY","RTtag","1570052",NA,"On","RT","11:02:00",NA,NA,NA,NA,"AS, ND, EP",NA,"LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-07-27","JOY","RTtag","1570063",NA,"On","RT","11:04:00",NA,NA,NA,NA,"AS, ND, EP",NA,"LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-07-27","JOY","RTtag","1570052",NA,"Off","RT","12:00:00",NA,NA,NA,NA,"AS, ND, EP",NA,"LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-07-27","JOY","RTtag","1570063",NA,"Off","RT","12:00:00",NA,NA,NA,NA,"AS, ND, EP",NA,"LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-07-27","JOY","RTtag","1570052",NA,"Off","RT","16:43:00",NA,NA,NA,NA,"AS, ND, EP",NA,"LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-07-27","JOY","RTtag","1570063",NA,"Off","RT","16:43:00",NA,NA,NA,NA,"AS, ND, EP",NA,"LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-07-28","lab","VR100","012246",NA,"dataDownload","RT","15:37:00",NA,NA,NA,NA,"ND","data downloaded and exported to csv, backed up","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-07-28","lab","RTtag","all",NA,"checked","other","10:30:00",NA,NA,NA,NA,"ND, AS","check turned off","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-07-28","lab","VR2W","139337",NA,"Off","other","16:22:00",NA,NA,NA,NA,"ND, AS","unplugged battery and checked for humidity internally","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-07-28","lab","VR2W","139343",NA,"Off","other","16:26:00",NA,NA,NA,NA,"ND, AS","unplugged battery and checked for humidity internally","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-07-28","lab","VR2Tx","490688",NA,"checked","other","16:30:00",NA,NA,NA,NA,"ND, AS","no moisture found within internal cavity, but couple drops found above the o-ring","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-07-28","lab","VR2W","139345",NA,"Off","other","16:31:00",NA,NA,NA,NA,"ND, AS","unplugged battery and checked for humidity internally","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-07-28","lab","GPS","etrex SE",NA,"dataDownload","other","16:16:27",NA,NA,NA,NA,"AS","offloaded data to basecamp app","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND","serial_invalid/"
"2023-08-04","lab","RTtag","all",NA,"checked","other","11:25:00",NA,NA,NA,NA,"AS","ensured all tags were off and not pinging","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-04","lab","VR2Tx","490668",NA,"On","RT","16:14:09",NA,NA,NA,NA,"ND",NA,"LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-04","lab","VR2Tx","490663",NA,"On","RT","16:16:20",NA,NA,NA,NA,"ND",NA,"LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-04","lab","VR2Tx","490666",NA,"On","RT","16:18:14",NA,NA,NA,NA,"ND",NA,"LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-04","lab","VR2Tx","490675",NA,"On","RT","16:20:40",NA,NA,NA,NA,"ND",NA,"LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-04","lab","VR2Tx","490665",NA,"On","RT","16:22:25",NA,NA,NA,NA,"ND",NA,"LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-04","lab","VR2Tx","490679",NA,"On","RT","16:24:30",NA,NA,NA,NA,"ND",NA,"LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-04","lab","VR2Tx","490676",NA,"On","RT","16:27:15",NA,NA,NA,NA,"ND",NA,"LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-04","lab","VR2Tx","490669",NA,"On","RT","16:30:05",NA,NA,NA,NA,"ND",NA,"LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-04","lab","VR2Tx","490672",NA,"On","RT","16:32:15",NA,NA,NA,NA,"ND",NA,"LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-04","lab","VR2Tx","490677",NA,"On","RT","16:35:05",NA,NA,NA,NA,"ND",NA,"LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-04","lab","VR2Tx","490661",NA,"On","RT","16:38:50",NA,NA,NA,NA,"ND",NA,"LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-04","lab","VR2Tx","490678",NA,"On","RT","16:40:50",NA,NA,NA,NA,"ND",NA,"LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-04","lab","VR2Tx","490664",NA,"On","RT","16:42:30",NA,NA,NA,NA,"ND",NA,"LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-04","lab","VR2Tx","490670",NA,"On","RT","16:44:05",NA,NA,NA,NA,"ND",NA,"LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-04","lab","AMdo","671333",NA,"configure","RT","18:02:00",NA,NA,NA,NA,"AS","set time, erased records, turned off logging and transmitting","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-04","lab","AMdo","671355",NA,"configure","RT","18:08:09",NA,NA,NA,NA,"AS","set time, erased records, turned off logging and transmitting, connected battery","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-11","lab","VR2Tx","490663","RT-LWE-02-B","Off","RT","13:23:54",NA,NA,NA,NA,"ND",NA,"LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-11","lab","VR2Tx","490667","RT-LWE-14-A","Off","RT","13:17:45",NA,NA,NA,NA,"ND",NA,"LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-11","lab","VR2Tx","490688","RT-LWE-15-A","Off","RT","13:30:33",NA,NA,NA,NA,"ND",NA,"LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-11","lab","VR2Tx","490682","RT-LWE-16-A","Off","RT","13:34:11",NA,NA,NA,NA,"ND",NA,"LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-11","lab","VR2Tx","490687","RT-LWE-17-A","Off","RT","13:37:30",NA,NA,NA,NA,"ND",NA,"LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-11","lab","VR2Tx","490690","RT-LWE-18-A","Off","RT","13:41:10",NA,NA,NA,NA,"ND",NA,"LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-11","lab","VR2Tx","490684","RT-LWE-19-A","Off","RT","13:44:58",NA,NA,NA,NA,"ND",NA,"LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-11","lab","RTtag","1570053",NA,"checked","other","13:48:00",NA,NA,NA,NA,"AS","check turned off","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-11","lab","RTtag","1570054",NA,"checked","other","13:48:00",NA,NA,NA,NA,"AS","check turned off","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-11","lab","RTtag","1570055",NA,"checked","other","13:48:00",NA,NA,NA,NA,"AS","check turned off","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-11","lab","RTtag","1570056",NA,"checked","other","13:48:00",NA,NA,NA,NA,"AS","check turned off","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-11","lab","RTtag","1570057",NA,"checked","other","13:48:00",NA,NA,NA,NA,"AS","check turned off","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-11","lab","RTtag","1570059",NA,"checked","other","13:48:00",NA,NA,NA,NA,"AS","check turned off","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-11","lab","RTtag","1570061",NA,"checked","other","13:48:00",NA,NA,NA,NA,"AS","check turned off","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-11","lab","RTtag","1570062",NA,"checked","other","13:48:00",NA,NA,NA,NA,"AS","check turned off","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-11","lab","RTtag","1570063",NA,"checked","other","13:48:00",NA,NA,NA,NA,"AS","check turned off","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-14","lab","VR2Tx","490661","RT-LWE-06-A","checked","RT","14:32:34",NA,NA,NA,NA,"AS","CHECKED UNRESPONSIVE RECEIVER FOR PRESENCE OF WATER INSIDE CAVITY","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-14","lab","VR100","12246",NA,"recharge","other","10:15:00",NA,NA,NA,NA,"AS",NA,"LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND","serial_invalid/"
"2023-08-09","LWE","VR2Tx","490675","RT-LWE-04-A","configure","RT","13:08:00",NA,NA,NA,NA,"VF","SYNC TAG HIGH POWER, FAST DIAGNOSTICS","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-09","LWE","VR2Tx","490670","RT-LWE-12-A","configure","RT","13:15:00",NA,NA,NA,NA,"VF","RANGE TEST RANDOM LOW POWER","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-09","LWE","VR2Tx","490666","RT-LWE-03-A","configure","RT","13:20:00",NA,NA,NA,NA,"VF","SYNC TAG HIGH POWER","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-09","LWE","VR2Tx","490679","RT-LWE-07-A","configure","RT","13:25:00",NA,NA,NA,NA,"VF","SYNC TAG HIGH POWER","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-09","LWE","VR2Tx","490665","RT-LWE-08-A","configure","RT","12:27:00",NA,NA,NA,NA,"VF","SYNC TAG HIGH POWER","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-09","LWE","VR2Tx","490678","RT-LWE-05-A","configure","RT","13:35:00",NA,NA,NA,NA,"VF","SYNC TAG HIGH POWER","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-09","LWE","RTtag","1570060","RT-LWE-04-A","On","RT","14:18:02",NA,NA,NA,NA,"AS","V13","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-09","LWE","RTtag","1570058","RT-LWE-04-A","On","RT","14:20:34",NA,NA,NA,NA,"AS","V7","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-09","LWE","VR2Tx","490675","RT-LWE-04-A","deployed","RT","15:08:34","44, 45, 46",NA,NA,"1.85","ND","TILT 16 DEG, 1.85M DEPTH, DEPLOYED TAGS: 1570060, 1570058","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-09","LWE","RTtag","1570060","RT-LWE-04-A","deployed","RT","15:08:34","44, 45, 46",NA,NA,NA,"ND","SEE DEPLOYMENT OF VR2Tx STATION RT-LWE-04-A 2023-08-08","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-09","LWE","RTtag","1570058","RT-LWE-04-A","deployed","RT","15:08:34","44, 45, 46",NA,NA,NA,"ND","SEE DEPLOYMENT OF VR2Tx STATION RT-LWE-04-A 2023-08-09","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-09","LWE","VR2Tx","490678","RT-LWE-05-A","deployed","RT","15:16:59","47, 48, 49",NA,NA,"1.85","ND","TILT 4 DEG, 1.85M DEPTH","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-09","LWE","VR2Tx","490666","RT-LWE-03-A","deployed","RT","15:28:30","50, 51",NA,NA,"1.5","ND","TILT 1 DEG, 1.5M DEPTH","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-09","LWE","VR2Tx","490669","RT-LWE-09-A","deployed","RT","15:44:15","54, 55",NA,NA,"1.65","ND","TILT 8 DEG","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-09","LWE","AMdo","671333","RT-LWE-01-A","configure","RT","16:20:45",NA,NA,NA,NA,"AS","TURNED ON RECORDING AND SET CLOCK","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-09","LWE","AMdo","671355","RT-LWE-08-A","configure","RT","16:18:30",NA,NA,NA,NA,"AS","TURNED ON RECORDING AND SET CLOCK","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-09","LWE","VR2Tx","490679","RT-LWE-07-A","deployed","RT","17:12:21","56, 57",NA,NA,"1.75","AS, ND","TILT 3 DEG","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-09","LWE","VR2Tx","490672","RT-LWE-02-A","deployed","RT","17:41:25","60",NA,NA,"1.25","AS, ND","TILT 7 DEG","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-09","LWE","VR2Tx","490661","RT-LWE-06-A","deployed","RT","17:55:47","61, 62",NA,NA,"2","AS, ND","UNRESPONSIVE, COULD NOT ESTABLISH COMUNICATION WITH VR100, NOT TRANSPONDING","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-09","LWE","AMdo","671333","RT-LWE-01-A","deployed","RT","18:27:25","63,64",NA,NA,NA,"AS, ND","SEE DEPLOYMENT OF VR2Tx STATION RT-LWE-01-A 2023-08-09","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-09","LWE","VR2Tx","490668","RT-LWE-01-A","deployed","RT","18:27:25","63, 64",NA,NA,"1.75","AS, ND","TILT 3 DEG, REPLACED STATION RT-LWE-06-A ON 2023-08-09","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-09","LWE","VR2Tx","490664","RT-LWE-13-A","deployed","RT","19:23:54","65",NA,NA,"2","AS, ND, EP","TILT 3 DEG, REPLACED STATION RT-LWE-06-A ON 2023-08-09","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-09","LWE","VR2Tx","490676","RT-LWE-10-A","deployed","RT","19:34:00","66",NA,NA,"1.6","AS, ND, EP","TILT 7 DEG","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-09","LWE","VR2Tx","490677","RT-LWE-11-A","deployed","RT","19:40:33","67",NA,NA,"1.6","AS, ND, EP","TILT 1 DEG","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-09","LWE","VR2Tx","490670","RT-LWE-12-A","deployed","RT","19:49:10","68",NA,NA,"1.5","AS, ND, EP","TILT 5 DEG","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-08","LWE","RTtag","1570052",NA,"On","RT","12:41:01",NA,NA,NA,NA,"AS, ND","V13","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-08","LWE","RTtag","1570062",NA,"On","RT","12:43:10",NA,NA,NA,NA,"AS, ND","V7","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-08","LWE","RTtag","1570052",NA,"Off","RT","16:19:01",NA,NA,NA,NA,"AS, ND","V13","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-08","LWE","RTtag","1570062",NA,"Off","RT","16:19:01",NA,NA,NA,NA,"AS, ND","V7","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-10","LWE","VR2Tx","490668","RT-LWE-01-A","retrieved","RT","10:44:35","70",NA,NA,NA,"AS, ND, T","WITH DO 671333","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-10","LWE","AMdo","671333","RT-LWE-01-A","retrieved","RT","10:44:35","70",NA,NA,NA,"AS, ND, T","WITH RECEIVER 490668","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-10","LWE","AMdo","671355","RT-LWE-08-A","deployed","RT","10:47:10","70",NA,NA,NA,"AS, ND, T","WITH RECEIVER 490665","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-10","LWE","VR2Tx","490665","RT-LWE-08-A","deployed","RT","10:47:10","70",NA,NA,"1.8","AS, ND, T","WITH DO 671355, TILT 1 DEG","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-10","LWE","VR2Tx","490668","RT-LWE-01-A","deployed","RT","11:05:00","71",NA,NA,"1.4","AS, ND, T","TILT 3 DEG, WITH DO 671333","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-10","LWE","AMdo","671333","RT-LWE-01-A","deployed","RT","11:05:00","71",NA,NA,NA,"AS, ND, T","WITH RECEIVER 490668","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-10","LWE","RTtag","1570056",NA,"On","RT","11:21:00",NA,NA,NA,NA,"AS, ND, T","V8","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
"2023-08-10","LWE","RTtag","1570056",NA,"Off","RT","12:23:48",NA,NA,NA,NA,"AS, ND, T","V8","LTMFTN_ND_2024-01-04.xlsx","2024-01-04","ND",""
